location,date,variant,num_sequences,perc_sequences,num_sequences_total
Australia,7/26/21,B.1.1.519,0,0,1742
Australia,7/26/21,B.1.160,0,0,1742
Australia,7/26/21,B.1.177,0,0,1742
Australia,7/26/21,B.1.221,0,0,1742
Australia,7/26/21,B.1.258,0,0,1742
Australia,7/26/21,B.1.367,0,0,1742
Australia,7/26/21,B.1.620,0,0,1742
Australia,7/26/21,Beta,0,0,1742
Australia,7/26/21,Delta,1736,99.66,1742
Australia,7/26/21,Epsilon,0,0,1742
Australia,7/26/21,Eta,0,0,1742
Australia,7/26/21,Gamma,0,0,1742
Australia,7/26/21,Iota,0,0,1742
Australia,7/26/21,Kappa,0,0,1742
Australia,7/26/21,Lambda,0,0,1742
Australia,7/26/21,Mu,0,0,1742
Australia,7/26/21,Omicron,0,0,1742
Australia,7/26/21,S:677H.Robin1,0,0,1742
Australia,7/26/21,S:677P.Pelican,0,0,1742
Australia,7/26/21,others,0,0,1742
Australia,7/26/21,non_who,0,0,1742
Australia,8/9/21,Alpha,3,0.11,2734
Australia,8/9/21,B.1.1.277,0,0,2734
Australia,8/9/21,B.1.1.302,0,0,2734
Australia,8/9/21,B.1.1.519,0,0,2734
Australia,8/9/21,B.1.160,0,0,2734
Australia,8/9/21,B.1.177,0,0,2734
Australia,8/9/21,B.1.221,0,0,2734
Australia,8/9/21,B.1.258,0,0,2734
Australia,8/9/21,B.1.367,0,0,2734
Australia,8/9/21,B.1.620,0,0,2734
Australia,8/9/21,Beta,0,0,2734
Australia,8/9/21,Delta,2731,99.89,2734
Australia,8/9/21,Epsilon,0,0,2734
Australia,8/9/21,Eta,0,0,2734
Australia,8/9/21,Gamma,0,0,2734
Australia,8/9/21,Iota,0,0,2734
Australia,8/9/21,Kappa,0,0,2734
Australia,8/9/21,Lambda,0,0,2734
Australia,8/9/21,Mu,0,0,2734
Australia,8/9/21,Omicron,0,0,2734
Australia,8/9/21,S:677H.Robin1,0,0,2734
Australia,8/9/21,S:677P.Pelican,0,0,2734
Australia,8/9/21,others,0,0,2734
Australia,8/9/21,non_who,0,0,2734
Australia,8/23/21,Alpha,3,0.09,3198
Australia,8/23/21,B.1.1.277,0,0,3198
Australia,8/23/21,B.1.1.302,0,0,3198
Australia,8/23/21,B.1.1.519,0,0,3198
Australia,8/23/21,B.1.160,0,0,3198
Australia,8/23/21,B.1.177,0,0,3198
Australia,8/23/21,B.1.221,0,0,3198
Australia,8/23/21,B.1.258,0,0,3198
Australia,8/23/21,B.1.367,0,0,3198
Australia,8/23/21,B.1.620,0,0,3198
Australia,8/23/21,Beta,0,0,3198
Australia,8/23/21,Delta,3195,99.91,3198
Australia,8/23/21,Epsilon,0,0,3198
Australia,8/23/21,Eta,0,0,3198
Australia,8/23/21,Gamma,0,0,3198
Australia,8/23/21,Iota,0,0,3198
Australia,8/23/21,Kappa,0,0,3198
Australia,8/23/21,Lambda,0,0,3198
Australia,8/23/21,Mu,0,0,3198
Australia,8/23/21,Omicron,0,0,3198
Australia,8/23/21,S:677H.Robin1,0,0,3198
Australia,8/23/21,S:677P.Pelican,0,0,3198
Australia,8/23/21,others,0,0,3198
Australia,8/23/21,non_who,0,0,3198
Australia,9/6/21,Alpha,1,0.03,3744
Australia,9/6/21,B.1.1.277,0,0,3744
Australia,9/6/21,B.1.1.302,0,0,3744
Australia,9/6/21,B.1.1.519,0,0,3744
Australia,9/6/21,B.1.160,0,0,3744
Australia,9/6/21,B.1.177,0,0,3744
Australia,9/6/21,B.1.221,0,0,3744
Australia,9/6/21,B.1.258,0,0,3744
Australia,9/6/21,B.1.367,0,0,3744
Australia,9/6/21,B.1.620,0,0,3744
Australia,9/6/21,Beta,0,0,3744
Australia,9/6/21,Delta,3742,99.95,3744
Australia,9/6/21,Epsilon,0,0,3744
Australia,9/6/21,Eta,0,0,3744
Australia,9/6/21,Gamma,0,0,3744
Australia,9/6/21,Iota,0,0,3744
Australia,9/6/21,Kappa,0,0,3744
Australia,9/6/21,Lambda,0,0,3744
Australia,9/6/21,Mu,0,0,3744
Australia,9/6/21,Omicron,0,0,3744
Australia,9/6/21,S:677H.Robin1,0,0,3744
Australia,9/6/21,S:677P.Pelican,0,0,3744
Australia,9/6/21,others,1,0.02,3744
Australia,9/6/21,non_who,1,0.02,3744
Australia,9/20/21,Alpha,0,0,3526
Australia,9/20/21,B.1.1.277,0,0,3526
Australia,9/20/21,B.1.1.302,0,0,3526
Australia,9/20/21,B.1.1.519,0,0,3526
Australia,9/20/21,B.1.160,0,0,3526
Australia,9/20/21,B.1.177,0,0,3526
Australia,9/20/21,B.1.221,0,0,3526
Australia,9/20/21,B.1.258,0,0,3526
Australia,9/20/21,B.1.367,0,0,3526
Australia,9/20/21,B.1.620,0,0,3526
Australia,9/20/21,Beta,0,0,3526
Australia,9/20/21,Delta,3526,100,3526
Australia,9/20/21,Epsilon,0,0,3526
Australia,9/20/21,Eta,0,0,3526
Australia,9/20/21,Gamma,0,0,3526
Australia,9/20/21,Iota,0,0,3526
Australia,9/20/21,Kappa,0,0,3526
Australia,9/20/21,Lambda,0,0,3526
Australia,9/20/21,Mu,0,0,3526
Australia,9/20/21,Omicron,0,0,3526
Australia,9/20/21,S:677H.Robin1,0,0,3526
Australia,9/20/21,S:677P.Pelican,0,0,3526
Australia,9/20/21,others,0,0,3526
Australia,9/20/21,non_who,0,0,3526
Australia,10/4/21,Alpha,0,0,1824
Australia,10/4/21,B.1.1.277,0,0,1824
Australia,10/4/21,B.1.1.302,0,0,1824
Australia,10/4/21,B.1.1.519,0,0,1824
Australia,10/4/21,B.1.160,0,0,1824
Australia,10/4/21,B.1.177,0,0,1824
Australia,10/4/21,B.1.221,0,0,1824
Australia,10/4/21,B.1.258,0,0,1824
Australia,10/4/21,B.1.367,0,0,1824
Australia,10/4/21,B.1.620,0,0,1824
Australia,10/4/21,Beta,0,0,1824
Australia,10/4/21,Delta,1823,99.95,1824
Australia,10/4/21,Epsilon,0,0,1824
Australia,10/4/21,Eta,0,0,1824
Australia,10/4/21,Gamma,0,0,1824
Australia,10/4/21,Iota,0,0,1824
Australia,10/4/21,Kappa,0,0,1824
Australia,10/4/21,Lambda,0,0,1824
Australia,10/4/21,Mu,0,0,1824
Australia,10/4/21,Omicron,0,0,1824
Australia,10/4/21,S:677H.Robin1,0,0,1824
Australia,10/4/21,S:677P.Pelican,0,0,1824
Australia,10/4/21,others,1,0.05,1824
Australia,10/4/21,non_who,1,0.05,1824
Australia,10/18/21,Alpha,0,0,2410
Australia,10/18/21,B.1.1.277,0,0,2410
Australia,10/18/21,B.1.1.302,0,0,2410
Australia,10/18/21,B.1.1.519,0,0,2410
Australia,10/18/21,B.1.160,0,0,2410
Australia,10/18/21,B.1.177,0,0,2410
Australia,10/18/21,B.1.221,0,0,2410
Australia,10/18/21,B.1.258,0,0,2410
Australia,10/18/21,B.1.367,0,0,2410
Australia,10/18/21,B.1.620,0,0,2410
Australia,10/18/21,Beta,0,0,2410
Australia,10/18/21,Delta,2410,100,2410
Australia,10/18/21,Epsilon,0,0,2410
Australia,10/18/21,Eta,0,0,2410
Australia,10/18/21,Gamma,0,0,2410
Australia,10/18/21,Iota,0,0,2410
Australia,10/18/21,Kappa,0,0,2410
Australia,10/18/21,Lambda,0,0,2410
Australia,10/18/21,Mu,0,0,2410
Australia,10/18/21,Omicron,0,0,2410
Australia,10/18/21,S:677H.Robin1,0,0,2410
Australia,10/18/21,S:677P.Pelican,0,0,2410
Australia,10/18/21,others,0,0,2410
Australia,10/18/21,non_who,0,0,2410
Australia,11/1/21,Alpha,0,0,1883
Australia,11/1/21,B.1.1.277,0,0,1883
Australia,11/1/21,B.1.1.302,0,0,1883
Australia,11/1/21,B.1.1.519,0,0,1883
Australia,11/1/21,B.1.160,0,0,1883
Australia,11/1/21,B.1.177,0,0,1883
Australia,11/1/21,B.1.221,0,0,1883
Australia,11/1/21,B.1.258,0,0,1883
Australia,11/1/21,B.1.367,0,0,1883
Australia,11/1/21,B.1.620,0,0,1883
Australia,11/1/21,Beta,0,0,1883
Australia,11/1/21,Delta,1883,100,1883
Australia,11/1/21,Epsilon,0,0,1883
Australia,11/1/21,Eta,0,0,1883
Australia,11/1/21,Gamma,0,0,1883
Australia,11/1/21,Iota,0,0,1883
Australia,11/1/21,Kappa,0,0,1883
Australia,11/1/21,Lambda,0,0,1883
Australia,11/1/21,Mu,0,0,1883
Australia,11/1/21,Omicron,0,0,1883
Australia,11/1/21,S:677H.Robin1,0,0,1883
Australia,11/1/21,S:677P.Pelican,0,0,1883
Australia,11/1/21,others,0,0,1883
Australia,11/1/21,non_who,0,0,1883
Australia,11/15/21,Alpha,0,0,2078
Australia,11/15/21,B.1.1.277,0,0,2078
Australia,11/15/21,B.1.1.302,0,0,2078
Australia,11/15/21,B.1.1.519,0,0,2078
Australia,11/15/21,B.1.160,0,0,2078
Australia,11/15/21,B.1.177,0,0,2078
Australia,11/15/21,B.1.221,0,0,2078
Australia,11/15/21,B.1.258,0,0,2078
Australia,11/15/21,B.1.367,0,0,2078
Australia,11/15/21,B.1.620,0,0,2078
Australia,11/15/21,Beta,0,0,2078
Australia,11/15/21,Delta,2078,100,2078
Australia,11/15/21,Epsilon,0,0,2078
Australia,11/15/21,Eta,0,0,2078
Australia,11/15/21,Gamma,0,0,2078
Australia,11/15/21,Iota,0,0,2078
Australia,11/15/21,Kappa,0,0,2078
Australia,11/15/21,Lambda,0,0,2078
Australia,11/15/21,Mu,0,0,2078
Australia,11/15/21,Omicron,0,0,2078
Australia,11/15/21,S:677H.Robin1,0,0,2078
Australia,11/15/21,S:677P.Pelican,0,0,2078
Australia,11/15/21,others,0,0,2078
Australia,11/15/21,non_who,0,0,2078
Australia,11/29/21,Alpha,0,0,1992
Australia,11/29/21,B.1.1.277,0,0,1992
Australia,11/29/21,B.1.1.302,0,0,1992
Australia,11/29/21,B.1.1.519,0,0,1992
Australia,11/29/21,B.1.160,0,0,1992
Australia,11/29/21,B.1.177,0,0,1992
Australia,11/29/21,B.1.221,0,0,1992
Australia,11/29/21,B.1.258,0,0,1992
Australia,11/29/21,B.1.367,0,0,1992
Australia,11/29/21,B.1.620,0,0,1992
Australia,11/29/21,Beta,0,0,1992
Australia,11/29/21,Delta,1984,99.6,1992
Australia,11/29/21,Epsilon,0,0,1992
Australia,11/29/21,Eta,0,0,1992
Australia,11/29/21,Gamma,0,0,1992
Australia,11/29/21,Iota,0,0,1992
Australia,11/29/21,Kappa,0,0,1992
Australia,11/29/21,Lambda,0,0,1992
Australia,11/29/21,Mu,0,0,1992
Australia,11/29/21,Omicron,8,0.4,1992
Australia,11/29/21,S:677H.Robin1,0,0,1992
Australia,11/29/21,S:677P.Pelican,0,0,1992
Australia,11/29/21,others,0,0,1992
Australia,11/29/21,non_who,0,0,1992
Australia,12/13/21,Alpha,0,0,2800
Australia,12/13/21,B.1.1.277,0,0,2800
Australia,12/13/21,B.1.1.302,0,0,2800
Australia,12/13/21,B.1.1.519,0,0,2800
Australia,12/13/21,B.1.160,0,0,2800
Australia,12/13/21,B.1.177,0,0,2800
Australia,12/13/21,B.1.221,0,0,2800
Australia,12/13/21,B.1.258,0,0,2800
Australia,12/13/21,B.1.367,0,0,2800
Australia,12/13/21,B.1.620,0,0,2800
Australia,12/13/21,Beta,0,0,2800
Australia,12/13/21,Delta,2432,86.86,2800
Australia,12/13/21,Epsilon,0,0,2800
Australia,12/13/21,Eta,0,0,2800
Australia,12/13/21,Gamma,0,0,2800
Australia,12/13/21,Iota,0,0,2800
Australia,12/13/21,Kappa,0,0,2800
Australia,12/13/21,Lambda,0,0,2800
Australia,12/13/21,Mu,0,0,2800
Australia,12/13/21,Omicron,366,13.07,2800
Australia,12/13/21,S:677H.Robin1,0,0,2800
Australia,12/13/21,S:677P.Pelican,0,0,2800
Australia,12/13/21,others,2,0.07,2800
Australia,12/13/21,non_who,2,0.07,2800
Australia,12/27/21,Alpha,0,0,1726
Australia,12/27/21,B.1.1.277,0,0,1726
Australia,12/27/21,B.1.1.302,0,0,1726
Australia,12/27/21,B.1.1.519,0,0,1726
Australia,12/27/21,B.1.160,0,0,1726
Australia,12/27/21,B.1.177,0,0,1726
Australia,12/27/21,B.1.221,0,0,1726
Australia,12/27/21,B.1.258,0,0,1726
Australia,12/27/21,B.1.367,0,0,1726
Australia,12/27/21,B.1.620,0,0,1726
Australia,12/27/21,Beta,0,0,1726
Australia,12/27/21,Delta,406,23.52,1726
Australia,12/27/21,Epsilon,0,0,1726
Australia,12/27/21,Eta,0,0,1726
Australia,12/27/21,Gamma,0,0,1726
Australia,12/27/21,Iota,0,0,1726
Australia,12/27/21,Kappa,0,0,1726
Australia,12/27/21,Lambda,0,0,1726
Australia,12/27/21,Mu,0,0,1726
Australia,12/27/21,Omicron,1319,76.42,1726
Australia,12/27/21,S:677H.Robin1,0,0,1726
Australia,12/27/21,S:677P.Pelican,0,0,1726
Australia,12/27/21,others,1,0.06,1726
Australia,12/27/21,non_who,1,0.06,1726
Austria,5/11/20,Alpha,0,0,34
Austria,5/11/20,B.1.1.277,0,0,34
Austria,5/11/20,B.1.1.302,0,0,34
Austria,5/11/20,B.1.1.519,0,0,34
Austria,5/11/20,B.1.160,0,0,34
Austria,5/11/20,B.1.177,0,0,34
Austria,5/11/20,B.1.221,0,0,34
Austria,5/11/20,B.1.258,0,0,34
Austria,5/11/20,B.1.367,0,0,34
Austria,5/11/20,B.1.620,0,0,34
Austria,5/11/20,Beta,0,0,34
Austria,5/11/20,Delta,0,0,34
Austria,5/11/20,Epsilon,0,0,34
Austria,5/11/20,Eta,0,0,34
Austria,5/11/20,Gamma,0,0,34
Austria,5/11/20,Iota,0,0,34
Austria,5/11/20,Kappa,0,0,34
Austria,5/11/20,Lambda,0,0,34
Austria,5/11/20,Mu,0,0,34
Austria,5/11/20,Omicron,0,0,34
Austria,5/11/20,S:677H.Robin1,0,0,34
Austria,5/11/20,S:677P.Pelican,0,0,34
Austria,5/11/20,others,34,100,34
Austria,5/11/20,non_who,34,100,34
Austria,5/25/20,Alpha,0,0,41
Austria,5/25/20,B.1.1.277,0,0,41
Austria,5/25/20,B.1.1.302,0,0,41
Austria,5/25/20,B.1.1.519,0,0,41
Austria,5/25/20,B.1.160,0,0,41
Austria,5/25/20,B.1.177,0,0,41
Austria,5/25/20,B.1.221,0,0,41
Austria,5/25/20,B.1.258,0,0,41
Austria,5/25/20,B.1.367,0,0,41
Austria,5/25/20,B.1.620,0,0,41
Austria,5/25/20,Beta,0,0,41
Austria,5/25/20,Delta,0,0,41
Austria,5/25/20,Epsilon,0,0,41
Austria,5/25/20,Eta,0,0,41
Austria,5/25/20,Gamma,0,0,41
Austria,5/25/20,Iota,0,0,41
Austria,5/25/20,Kappa,0,0,41
Austria,5/25/20,Lambda,0,0,41
Austria,5/25/20,Mu,0,0,41
Austria,5/25/20,Omicron,0,0,41
Austria,5/25/20,S:677H.Robin1,0,0,41
Austria,5/25/20,S:677P.Pelican,0,0,41
Austria,5/25/20,others,41,100,41
Austria,5/25/20,non_who,41,100,41
Austria,6/8/20,Alpha,0,0,1
Austria,6/8/20,B.1.1.277,0,0,1
Austria,6/8/20,B.1.1.302,0,0,1
Austria,6/8/20,B.1.1.519,0,0,1
Austria,6/8/20,B.1.160,0,0,1
Austria,6/8/20,B.1.177,0,0,1
Austria,6/8/20,B.1.221,0,0,1
Austria,6/8/20,B.1.258,0,0,1
Austria,6/8/20,B.1.367,0,0,1
Austria,6/8/20,B.1.620,0,0,1
Austria,6/8/20,Beta,0,0,1
Austria,6/8/20,Delta,0,0,1
Austria,6/8/20,Epsilon,0,0,1
Austria,6/8/20,Eta,0,0,1
Austria,6/8/20,Gamma,0,0,1
Austria,6/8/20,Iota,0,0,1
Austria,6/8/20,Kappa,0,0,1
Austria,6/8/20,Lambda,0,0,1
Austria,6/8/20,Mu,0,0,1
Austria,6/8/20,Omicron,0,0,1
Austria,6/8/20,S:677H.Robin1,0,0,1
Austria,6/8/20,S:677P.Pelican,0,0,1
Austria,6/8/20,others,1,100,1
Austria,6/8/20,non_who,1,100,1
Austria,6/22/20,Alpha,0,0,1
Austria,6/22/20,B.1.1.277,0,0,1
Austria,6/22/20,B.1.1.302,0,0,1
Austria,6/22/20,B.1.1.519,0,0,1
Austria,6/22/20,B.1.160,0,0,1
Austria,6/22/20,B.1.177,0,0,1
Austria,6/22/20,B.1.221,0,0,1
Austria,6/22/20,B.1.258,0,0,1
Austria,6/22/20,B.1.367,0,0,1
Austria,6/22/20,B.1.620,0,0,1
Austria,6/22/20,Beta,0,0,1
Austria,6/22/20,Delta,0,0,1
Austria,6/22/20,Epsilon,0,0,1
Austria,6/22/20,Eta,0,0,1
Austria,6/22/20,Gamma,0,0,1
Austria,6/22/20,Iota,0,0,1
Austria,6/22/20,Kappa,0,0,1
Austria,6/22/20,Lambda,0,0,1
Austria,6/22/20,Mu,0,0,1
Austria,6/22/20,Omicron,0,0,1
Austria,6/22/20,S:677H.Robin1,0,0,1
Austria,6/22/20,S:677P.Pelican,0,0,1
Austria,6/22/20,others,1,100,1
Austria,6/22/20,non_who,1,100,1
Austria,7/6/20,Alpha,0,0,2
Austria,7/6/20,B.1.1.277,0,0,2
Austria,7/6/20,B.1.1.302,0,0,2
Austria,7/6/20,B.1.1.519,0,0,2
Austria,7/6/20,B.1.160,0,0,2
Austria,7/6/20,B.1.177,0,0,2
Austria,7/6/20,B.1.221,0,0,2
Austria,7/6/20,B.1.258,0,0,2
Austria,7/6/20,B.1.367,0,0,2
Austria,7/6/20,B.1.620,0,0,2
Austria,7/6/20,Beta,0,0,2
Austria,7/6/20,Delta,0,0,2
Austria,7/6/20,Epsilon,0,0,2
Austria,7/6/20,Eta,0,0,2
Austria,7/6/20,Gamma,0,0,2
Austria,7/6/20,Iota,0,0,2
Austria,7/6/20,Kappa,0,0,2
Austria,7/6/20,Lambda,0,0,2
Austria,7/6/20,Mu,0,0,2
Austria,7/6/20,Omicron,0,0,2
Austria,7/6/20,S:677H.Robin1,0,0,2
Austria,7/6/20,S:677P.Pelican,0,0,2
Austria,7/6/20,others,2,100,2
Austria,7/6/20,non_who,2,100,2
Austria,7/20/20,Alpha,0,0,11
Austria,7/20/20,B.1.1.277,0,0,11
Austria,7/20/20,B.1.1.302,0,0,11
Austria,7/20/20,B.1.1.519,0,0,11
Austria,7/20/20,B.1.160,0,0,11
Austria,7/20/20,B.1.177,0,0,11
Austria,7/20/20,B.1.221,0,0,11
Austria,7/20/20,B.1.258,0,0,11
Austria,7/20/20,B.1.367,0,0,11
Austria,7/20/20,B.1.620,0,0,11
Austria,7/20/20,Beta,0,0,11
Austria,7/20/20,Delta,0,0,11
Austria,7/20/20,Epsilon,0,0,11
Austria,7/20/20,Eta,0,0,11
Austria,7/20/20,Gamma,0,0,11
Austria,7/20/20,Iota,0,0,11
Austria,7/20/20,Kappa,0,0,11
Austria,7/20/20,Lambda,0,0,11
Austria,7/20/20,Mu,0,0,11
Austria,7/20/20,Omicron,0,0,11
Austria,7/20/20,S:677H.Robin1,0,0,11
Austria,7/20/20,S:677P.Pelican,0,0,11
Austria,7/20/20,others,11,100,11
Austria,7/20/20,non_who,11,100,11
Austria,8/3/20,Alpha,0,0,9
Austria,8/3/20,B.1.1.277,0,0,9
Austria,8/3/20,B.1.1.302,0,0,9
Austria,8/3/20,B.1.1.519,0,0,9
Austria,8/3/20,B.1.160,0,0,9
Austria,8/3/20,B.1.177,0,0,9
Austria,8/3/20,B.1.221,0,0,9
Austria,8/3/20,B.1.258,0,0,9
Austria,8/3/20,B.1.367,1,11.11,9
Austria,8/3/20,B.1.620,0,0,9
Austria,8/3/20,Beta,0,0,9
Austria,8/3/20,Delta,0,0,9
Austria,8/3/20,Epsilon,0,0,9
Austria,8/3/20,Eta,0,0,9
Austria,8/3/20,Gamma,0,0,9
Austria,8/3/20,Iota,0,0,9
Austria,8/3/20,Kappa,0,0,9
Austria,8/3/20,Lambda,0,0,9
Austria,8/3/20,Mu,0,0,9
Austria,8/3/20,Omicron,0,0,9
Austria,8/3/20,S:677H.Robin1,0,0,9
Austria,8/3/20,S:677P.Pelican,0,0,9
Austria,8/3/20,others,8,88.89,9
Austria,8/3/20,non_who,9,100,9
Austria,8/17/20,Alpha,0,0,22
Austria,8/17/20,B.1.1.277,0,0,22
Austria,8/17/20,B.1.1.302,0,0,22
Austria,8/17/20,B.1.1.519,0,0,22
Austria,8/17/20,B.1.160,0,0,22
Austria,8/17/20,B.1.177,0,0,22
Austria,8/17/20,B.1.221,2,9.09,22
Austria,8/17/20,B.1.258,0,0,22
Austria,8/17/20,B.1.367,0,0,22
Austria,8/17/20,B.1.620,0,0,22
Austria,8/17/20,Beta,0,0,22
Austria,8/17/20,Delta,0,0,22
Austria,8/17/20,Epsilon,0,0,22
Austria,8/17/20,Eta,0,0,22
Austria,8/17/20,Gamma,0,0,22
Austria,8/17/20,Iota,0,0,22
Austria,8/17/20,Kappa,0,0,22
Austria,8/17/20,Lambda,0,0,22
Austria,8/17/20,Mu,0,0,22
Austria,8/17/20,Omicron,0,0,22
Austria,8/17/20,S:677H.Robin1,0,0,22
Austria,8/17/20,S:677P.Pelican,0,0,22
Austria,8/17/20,others,20,90.91,22
Austria,8/17/20,non_who,22,100,22
Austria,8/31/20,Alpha,0,0,44
Austria,8/31/20,B.1.1.277,1,2.27,44
Austria,8/31/20,B.1.1.302,0,0,44
Austria,8/31/20,B.1.1.519,0,0,44
Austria,8/31/20,B.1.160,4,9.09,44
Austria,8/31/20,B.1.177,1,2.27,44
Austria,8/31/20,B.1.221,3,6.82,44
Austria,8/31/20,B.1.258,1,2.27,44
Austria,8/31/20,B.1.367,0,0,44
Austria,8/31/20,B.1.620,0,0,44
Austria,8/31/20,Beta,0,0,44
Austria,8/31/20,Delta,0,0,44
Austria,8/31/20,Epsilon,0,0,44
Austria,8/31/20,Eta,0,0,44
Austria,8/31/20,Gamma,0,0,44
Austria,8/31/20,Iota,0,0,44
Austria,8/31/20,Kappa,0,0,44
Austria,8/31/20,Lambda,0,0,44
Austria,8/31/20,Mu,0,0,44
Austria,8/31/20,Omicron,0,0,44
Austria,8/31/20,S:677H.Robin1,0,0,44
Austria,8/31/20,S:677P.Pelican,0,0,44
Austria,8/31/20,others,34,77.28,44
Austria,8/31/20,non_who,44,100,44
Austria,9/14/20,Alpha,0,0,35
Austria,9/14/20,B.1.1.277,0,0,35
Austria,9/14/20,B.1.1.302,0,0,35
Austria,9/14/20,B.1.1.519,0,0,35
Austria,9/14/20,B.1.160,8,22.86,35
Austria,9/14/20,B.1.177,0,0,35
Austria,9/14/20,B.1.221,1,2.86,35
Austria,9/14/20,B.1.258,2,5.71,35
Austria,9/14/20,B.1.367,0,0,35
Austria,9/14/20,B.1.620,0,0,35
Austria,9/14/20,Beta,0,0,35
Austria,9/14/20,Delta,0,0,35
Austria,9/14/20,Epsilon,0,0,35
Austria,9/14/20,Eta,0,0,35
Austria,9/14/20,Gamma,0,0,35
Austria,9/14/20,Iota,0,0,35
Austria,9/14/20,Kappa,0,0,35
Austria,9/14/20,Lambda,0,0,35
Austria,9/14/20,Mu,0,0,35
Austria,9/14/20,Omicron,0,0,35
Austria,9/14/20,S:677H.Robin1,0,0,35
Austria,9/14/20,S:677P.Pelican,0,0,35
Austria,9/14/20,others,24,68.57,35
Austria,9/14/20,non_who,35,100,35
Austria,9/28/20,Alpha,0,0,39
Austria,9/28/20,B.1.1.277,0,0,39
Austria,9/28/20,B.1.1.302,0,0,39
Austria,9/28/20,B.1.1.519,0,0,39
Austria,9/28/20,B.1.160,11,28.21,39
Austria,9/28/20,B.1.177,1,2.56,39
Austria,9/28/20,B.1.221,0,0,39
Austria,9/28/20,B.1.258,3,7.69,39
Austria,9/28/20,B.1.367,0,0,39
Austria,9/28/20,B.1.620,0,0,39
Austria,9/28/20,Beta,0,0,39
Austria,9/28/20,Delta,0,0,39
Austria,9/28/20,Epsilon,0,0,39
Austria,9/28/20,Eta,0,0,39
Austria,9/28/20,Gamma,0,0,39
Austria,9/28/20,Iota,0,0,39
Austria,9/28/20,Kappa,0,0,39
Austria,9/28/20,Lambda,0,0,39
Austria,9/28/20,Mu,0,0,39
Austria,9/28/20,Omicron,0,0,39
Austria,9/28/20,S:677H.Robin1,0,0,39
Austria,9/28/20,S:677P.Pelican,0,0,39
Austria,9/28/20,others,24,61.54,39
Austria,9/28/20,non_who,39,100,39
Austria,10/12/20,Alpha,0,0,30
Austria,10/12/20,B.1.1.277,0,0,30
Austria,10/12/20,B.1.1.302,0,0,30
Austria,10/12/20,B.1.1.519,0,0,30
Austria,10/12/20,B.1.160,5,16.67,30
Austria,10/12/20,B.1.177,2,6.67,30
Austria,10/12/20,B.1.221,2,6.67,30
Austria,10/12/20,B.1.258,0,0,30
Austria,10/12/20,B.1.367,0,0,30
Austria,10/12/20,B.1.620,0,0,30
Austria,10/12/20,Beta,0,0,30
Austria,10/12/20,Delta,0,0,30
Austria,10/12/20,Epsilon,0,0,30
Austria,10/12/20,Eta,0,0,30
Austria,10/12/20,Gamma,0,0,30
Austria,10/12/20,Iota,0,0,30
Austria,10/12/20,Kappa,0,0,30
Austria,10/12/20,Lambda,0,0,30
Austria,10/12/20,Mu,0,0,30
Austria,10/12/20,Omicron,0,0,30
Austria,10/12/20,S:677H.Robin1,0,0,30
Austria,10/12/20,S:677P.Pelican,0,0,30
Austria,10/12/20,others,21,69.99,30
Austria,10/12/20,non_who,30,100,30
Austria,10/26/20,Alpha,0,0,84
Austria,10/26/20,B.1.1.277,0,0,84
Austria,10/26/20,B.1.1.302,0,0,84
Austria,10/26/20,B.1.1.519,0,0,84
Austria,10/26/20,B.1.160,11,13.1,84
Austria,10/26/20,B.1.177,9,10.71,84
Austria,10/26/20,B.1.221,0,0,84
Austria,10/26/20,B.1.258,7,8.33,84
Austria,10/26/20,B.1.367,0,0,84
Austria,10/26/20,B.1.620,0,0,84
Austria,10/26/20,Beta,0,0,84
Austria,10/26/20,Delta,0,0,84
Austria,10/26/20,Epsilon,0,0,84
Austria,10/26/20,Eta,0,0,84
Austria,10/26/20,Gamma,0,0,84
Austria,10/26/20,Iota,0,0,84
Austria,10/26/20,Kappa,0,0,84
Austria,10/26/20,Lambda,0,0,84
Austria,10/26/20,Mu,0,0,84
Austria,10/26/20,Omicron,0,0,84
Austria,10/26/20,S:677H.Robin1,0,0,84
Austria,10/26/20,S:677P.Pelican,0,0,84
Austria,10/26/20,others,57,67.86,84
Austria,10/26/20,non_who,84,100,84
Austria,11/9/20,Alpha,0,0,181
Austria,11/9/20,B.1.1.277,1,0.55,181
Austria,11/9/20,B.1.1.302,0,0,181
Austria,11/9/20,B.1.1.519,0,0,181
Austria,11/9/20,B.1.160,68,37.57,181
Austria,11/9/20,B.1.177,19,10.5,181
Austria,11/9/20,B.1.221,1,0.55,181
Austria,11/9/20,B.1.258,25,13.81,181
Austria,11/9/20,B.1.367,0,0,181
Austria,11/9/20,B.1.620,0,0,181
Austria,11/9/20,Beta,0,0,181
Austria,11/9/20,Delta,0,0,181
Austria,11/9/20,Epsilon,0,0,181
Austria,11/9/20,Eta,0,0,181
Austria,11/9/20,Gamma,0,0,181
Austria,11/9/20,Iota,0,0,181
Austria,11/9/20,Kappa,0,0,181
Austria,11/9/20,Lambda,0,0,181
Austria,11/9/20,Mu,0,0,181
Austria,11/9/20,Omicron,0,0,181
Austria,11/9/20,S:677H.Robin1,0,0,181
Austria,11/9/20,S:677P.Pelican,0,0,181
Austria,11/9/20,others,67,37.02,181
Austria,11/9/20,non_who,181,100,181
Austria,11/23/20,Alpha,0,0,159
Austria,11/23/20,B.1.1.277,1,0.63,159
Austria,11/23/20,B.1.1.302,0,0,159
